data_key,urut_nasional,urut_provinsi,rerata,npsn,sekolah,provinsi,kota_kab,jenis
2428,428,78,"532,884",20253167,SMAS ISLAM AL-AZHAR 4 More..,Jawa Barat,Kota Bekasi,SMA
2429,429,74,"532,841",20327972,SMAN 7 SURAKARTA More..,Jawa Tengah,Kota Surakarta,SMA
2430,430,79,"532,84",20220334,SMAN 4 BOGOR More..,Jawa Barat,Kota Bogor,SMA
2431,431,3,"532,747",30401809,SMAS YAYASAN PUPUK KALTIM BONTANG More..,Kalimantan Timur,Kota Bontang,SMA
2432,432,75,"532,727",20309684,SMAN 1 CAWAS More..,Jawa Tengah,Kab. Klaten,SMA
2433,433,30,"532,699",20603347,SMAS KATOLIK RICCI II More..,Banten,Kota Tangerang Selatan,SMA
2434,434,76,"532,582",20320392,SMA SEDES SAPIENTIAE JAMBU More..,Jawa Tengah,Kab. Semarang,SMA
2435,435,1,"532,499",60102022,SMAS KRISTEN REHOBOTH More..,Maluku,Kota Ambon,SMA
2436,436,11,"532,4",10259956,SMAS PRIMEONE SCHOOL More..,Sumatera Utara,Kota Medan,SMA
2437,437,37,"532,332",20409801,SMA BUDI MULIA DUA More..,DI Yogyakarta,Kab. Sleman,SMA
2438,438,31,"532,291",20603328,SMAS KATOLIK MATER DEI More..,Banten,Kota Tangerang Selatan,SMA
2439,439,1,"532,268",69955659,MAN INSAN CENDEKIA BANGKA TENGAH More..,Kepulauan Bangka Belitung,Kab. Bangka Tengah,MA 
2440,440,4,"532,244",30401490,SMAN 2 BALIKPAPAN UTARA More..,Kalimantan Timur,Kota Balikpapan,SMA
2441,441,80,"532,243",69816259,SMA IBNU HAJAR BOARDING SCHOOL More..,Jawa Barat,Kota Depok,SMA
2442,442,81,"532,23",69986335,SMA IT AT TAUFIQ More..,Jawa Barat,Kota Bogor ,SMA
2443,443,82,"532,216",20223033,SMAN 2 BEKASI More..,Jawa Barat,Kota Bekasi,SMA
2444,444,63,"532,174",P9908769,PKBM KAK SETO More..,Jawa Timur,Kota Surabaya ,PKBM
2445,445,83,"532,151",20246430,SMAS ISLAM DIAN DIDAKTIKA More..,Jawa Barat,Kota Depok,SMA
2446,446,84,"532,001",20280604,SMAS FUTURE GATE More..,Jawa Barat,Kota Bekasi,SMA
2447,447,2,"531,934",10901104,SMAN 1 PANGKAL PINANG More..,Kepulauan Bangka Belitung,Kota Pangkalpinang,SMA
2448,448,8,"531,789",50101121,SMAN 1 TABANAN More..,Bali,Kab. Tabanan,SMA
2449,449,85,"531,781",20231356,SMAS SMART EKSELENSIA INDONESIA More..,Jawa Barat,Kab. Bogor,SMA
2450,450,77,"531,759",20321907,SMAN 1 KENDAL More..,Jawa Tengah,Kab. Kendal,SMA
2451,451,86,"531,557",20223046,SMAN 3 BEKASI More..,Jawa Barat,Kota Bekasi,SMA
2452,452,64,"531,548",20502726,SMAN 1 PURI More..,Jawa Timur,Kab. Mojokerto,SMA
2453,453,3,"531,468",10900459,SMAN 1 TANJUNG PANDAN More..,Kepulauan Bangka Belitung,Kab. Belitung,SMA
2454,454,78,"531,409",20313845,SMAN 1 PURWODADI More..,Jawa Tengah,Kab. Grobogan,SMA
2455,455,65,"531,385",20532232,SMAN 21 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2456,456,3,"531,144",69952949,SMA LENTERA HARAPAN TOMOHON More..,Sulawesi Utara,Kota Tomohon ,SMA
2457,457,79,"531,143",69949652,SMA Muhammadiyah Program Khusus Kottabarat Surakarta More..,Jawa Tengah,Kota Surakarta,SMA
2458,458,74,"531,135",20103311,SMAN 53 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2459,459,12,"531,098",10210903,SMAS METHODIST 2 MEDAN More..,Sumatera Utara,Kota Medan,SMA
2460,460,38,"531,043",20402128,SMKN 1 WONOSARI More..,DI Yogyakarta,Kab. Gunung Kidul,SMK
2461,461,66,"531,018",20533641,SMAN 9 Malang More..,Jawa Timur,Kota Malang,SMA
2462,462,32,"530,947",20603361,SMAN 3 KABUPATEN TANGERANG More..,Banten,Kab. Tangerang,SMA
2463,463,87,"530,943",20216938,SMAN 1 SUBANG More..,Jawa Barat,Kab. Subang,SMA
2464,464,67,"530,895",20523807,SMAS ST PAULUS More..,Jawa Timur,Kab. Jember,SMA
2465,465,39,"530,788",20400371,SMA NEGERI 1 SEWON More..,DI Yogyakarta,Kab. Bantul,SMA
2466,466,68,"530,697",20532217,SMAN 17 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2467,467,33,"530,628",69759180,SMA ISLAM SINAR CENDEKIA More..,Banten,Kota Tangerang Selatan,SMA
2468,468,13,"530,58",69987117,MAN INSAN CENDEKIA TAPANULI SELATAN More..,Sumatera Utara,Kab. Tapanuli Selatan ,MA 
2469,469,88,"530,552",20254358,SMAS GLOBAL MANDIRI More..,Jawa Barat,Kab. Bogor,SMA
2470,470,89,"530,519",20224113,SMA NEGERI 1 CIMAHI More..,Jawa Barat,Kota Cimahi,SMA
2471,471,80,"530,443",20302169,SMAN 5 PURWOKERTO More..,Jawa Tengah,Kab. Banyumas,SMA
2472,472,75,"530,307",69883506,SMA GARUDA CENDEKIA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2473,473,3,"530,282",10107194,SMAN 10 FAJAR HARAPAN BANDA ACEH More..,Aceh,Kota Banda Aceh,SMA
2474,474,81,"530,136",20321425,SMK NEGERI 1 TEMANGGUNG More..,Jawa Tengah,Kab. Temanggung,SMK
2475,475,76,"530,079",20103297,SMAN 42 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2476,476,90,"530,067",20220338,SMAN 9 BOGOR More..,Jawa Barat,Kota Bogor,SMA
2477,477,1,"530,048",60403474,SMAS AVEROS More..,Papua Barat,Kota Sorong,SMA
2478,478,91,"530,012",20229168,SMAN 6 KOTA DEPOK More..,Jawa Barat,Kota Depok,SMA
2479,479,92,"530,007",69987474,SMA ISLAM TERPADU NURUL FIKRI BOARDING SCHOOL More..,Jawa Barat,Kab. Bogor,SMA
2480,480,14,"529,984",10210873,SMAN 1 MEDAN More..,Sumatera Utara,Kota Medan,SMA
2481,481,93,"529,869",20212956,SMA NEGERI 2 KUNINGAN More..,Jawa Barat,Kab. Kuningan,SMA
2482,482,34,"529,755",20606848,SMAN 2 TANGERANG More..,Banten,Kota Tangerang,SMA
2483,483,94,"529,753",20217786,SMAN 1 KARAWANG More..,Jawa Barat,Kab. Karawang,SMA
2484,484,5,"529,721",40301037,SMAN 5 GOWA More..,Sulawesi Selatan,Kab. Gowa,SMA
2485,485,69,"529,711",20532246,SMAN 13 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2486,486,82,"529,62",20323399,SMA NEGERI 1 KEDUNGWUNI More..,Jawa Tengah,Kab. Pekalongan,SMA
2487,487,77,"529,472",20103286,SMAN 113 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2488,488,83,"529,431",20307713,SMAN 1 MERTOYUDAN More..,Jawa Tengah,Kab. Magelang,SMA
2489,489,70,"529,325",20500477,SMAN 1 MANYAR More..,Jawa Timur,Kab. Gresik,SMA
2490,490,95,"529,138",20219751,SMAS ADVENT More..,Jawa Barat,Kota Bandung,SMA
2491,491,35,"529,132",20603359,SMAN 1 KOTA TANGERANG SELATAN More..,Banten,Kota Tangerang Selatan,SMA
2492,492,71,"529,097",20501705,SMAN 1 TAMAN More..,Jawa Timur,Kab. Sidoarjo,SMA
2493,493,72,"529,07",20519299,SMAN 1 PANDAAN More..,Jawa Timur,Kab. Pasuruan,SMA
2494,494,9,"529,038",10497552,SMA IT AL ITTIHAD More..,Riau,Kota Pekanbaru,SMA
2495,495,73,"528,992",20505008,SMAN 2 TUBAN More..,Jawa Timur,Kab. Tuban,SMA
2496,496,84,"528,973",20302170,SMAN 1 AJIBARANG More..,Jawa Tengah,Kab. Banyumas,SMA
2497,497,6,"528,953",40310832,SMA NEGERI 5 PAREPARE More..,Sulawesi Selatan,Kota Parepare,SMA
2498,498,85,"528,891",20337604,SMK NEGERI 7 SEMARANG More..,Jawa Tengah,Kota Semarang,SMK
2499,499,78,"528,841",20101586,SMAN 85 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMA
2500,500,79,"528,799",20177932,MAN 4 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,MA 
2501,501,96,"528,788",20217357,SMAN 1 PURWAKARTA More..,Jawa Barat,Kab. Purwakarta,SMA
2502,502,80,"528,741",20100797,SMAN 52 JAKARTA More..,DKI Jakarta,Kota Jakarta Utara,SMA
2503,503,81,"528,615",20103219,SMAS FONS VITAE 1 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2504,504,82,"528,609",20102217,SMAN 29 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2505,505,97,"528,577",20271471,SMA IT DARUL QUR AN More..,Jawa Barat,Kab. Bogor,SMA
2506,506,74,"528,569",69880982,SMA BINA INSAN MANDIRI More..,Jawa Timur,Kab. Nganjuk,SMA
2507,507,5,"528,392",30401487,SMAN 5 BALIKPAPAN SELATAN More..,Kalimantan Timur,Kota Balikpapan,SMA
2508,508,4,"528,325",10900232,SMAN 1 SUNGAI LIAT More..,Kepulauan Bangka Belitung,Kab. Bangka,SMA
2509,509,8,"528,29",10603853,SMA NEGERI 06 PALEMBANG More..,Sumatera Selatan,Kota Palembang,SMA
2510,510,98,"528,289",20219249,SMAN 23 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2511,511,99,"528,259",20223043,SMAN 6 BEKASI More..,Jawa Barat,Kota Bekasi,SMA
2512,512,5,"528,222",69775683,SMAS IT AR RAIHAN  More..,Lampung,Kota Bandar Lampung,SMA
2513,513,100,"528,177",20220325,SMAS BUDI MULIA More..,Jawa Barat,Kota Bogor,SMA
2514,514,83,"528,114",20103196,SMAS SANTO YOSEPH JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2515,515,101,"528,109",20220329,SMAS KESATUAN More..,Jawa Barat,Kota Bogor,SMA
2516,516,86,"528,075",20302171,SMAN 1 BANYUMAS More..,Jawa Tengah,Kab. Banyumas,SMA
2517,517,75,"528,049",20533655,SMAS KATOLIK SANTA MARIA More..,Jawa Timur,Kota Malang,SMA
2518,518,87,"527,99",20327967,SMAN 2 SURAKARTA More..,Jawa Tengah,Kota Surakarta,SMA
2519,519,84,"527,979",20102572,SMAN 63 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2520,520,88,"527,947",20339023,SMA NEGERI 2 PATI More..,Jawa Tengah,Kab. Pati,SMA
2521,521,12,"527,907",10303499,SMAN 2 PADANG More..,Sumatera Barat,Kota Padang,SMA
2522,522,36,"527,899",P2967096,PKBM KAK SETO More..,Banten,Kota Tangerang Selatan,PKBM
2523,523,10,"527,896",10404022,SMAS SANTA MARIA More..,Riau,Kota Pekanbaru,SMA
2524,524,102,"527,804",60726806,SMAIT INSANTAMA PLUS More..,Jawa Barat,Kota Bogor,SMA
2525,525,89,"527,777",20327565,SMAN 4 MAGELANG More..,Jawa Tengah,Kota Magelang,SMA
2526,526,76,"527,769",20532138,SMAS KATOLIK SANTA AGNES More..,Jawa Timur,Kota Surabaya,SMA
2527,527,13,"527,713",10303500,SMAN 3 PADANG More..,Sumatera Barat,Kota Padang,SMA
2528,528,103,"527,633",20269747,SMA NURUL FIKRI BOARDING SCHOOL LEMBANG More..,Jawa Barat,Kab. Bandung Barat,SMA
2529,529,77,"527,602",20533664,SMAN 2 More..,Jawa Timur,Kota Malang,SMA
2530,530,78,"527,565",69786332,SMA ISLAM TERPADU AL USWAH More..,Jawa Timur,Kota Surabaya,SMA
2531,531,11,"527,491",10403985,SMA NEGERI 1 PEKANBARU More..,Riau,Kota Pekanbaru,SMA
2532,532,104,"527,359",69822688,SMAS ISLAM TERPADU SITUWANGI CIKAJANG More..,Jawa Barat,Kab. Garut,SMA
2533,533,105,"527,194",20252288,SMAS PRESIDEN (BOARDING SCHOOL) More..,Jawa Barat,Kab. Bekasi,SMA
2534,534,79,"527,045",20503413,SMA NEGERI 3 JOMBANG More..,Jawa Timur,Kab. Jombang,SMA
2535,535,12,"527,024",10496358,SMAS PLUS TARUNA ANDALAN More..,Riau,Kab. Pelalawan,SMA
2536,536,106,"526,994",20206151,SMAN 1 BALEENDAH More..,Jawa Barat,Kab. Bandung,SMA
2537,537,80,"526,96",20574536,SMA AL MUSLIM  More..,Jawa Timur,Kab. Sidoarjo,SMA
2538,538,90,"526,933",69823287,SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL More..,Jawa Tengah,Kota Surakarta,SMA
2539,539,91,"526,929",20328879,SMA NEGERI 11 More..,Jawa Tengah,Kota Semarang,SMA
2540,540,81,"526,926",20501784,SMAN 1 KRIAN More..,Jawa Timur,Kab. Sidoarjo,SMA
2541,541,107,"526,909",20214989,SMAN 1 SUMBER More..,Jawa Barat,Kab. Cirebon,SMA
2542,542,6,"526,895",69941830,MAN INSAN CENDEKIA PASER More..,Kalimantan Timur,Kab. Paser ,MA 
2543,543,92,"526,807",20341151,SMAS AL ITISHOM GRABAG More..,Jawa Tengah,Kab. Magelang,SMA
2544,544,85,"526,788",20102564,SMAN 87 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2545,545,93,"526,782",20310425,SMAN 1 KARTASURA More..,Jawa Tengah,Kab. Sukoharjo,SMA
2546,546,86,"526,742",20103308,SMAN 59 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2547,547,40,"526,72",20401132,SMAN 2 NGAGLIK More..,DI Yogyakarta,Kab. Sleman,SMA
2548,548,82,"526,61",20532231,SMAN 20 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2549,549,83,"526,5",69948430,SMA  IT AL HIKMAH More..,Jawa Timur,Kab. Blitar ,SMA
2550,550,7,"526,475",30400382,SMAN 1 BERAU More..,Kalimantan Timur,Kab. Berau,SMA
2551,551,87,"526,446",20107334,SMA TARAKANITA 1 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2552,552,94,"526,443",20317483,SMAN 1 BAE KUDUS More..,Jawa Tengah,Kab. Kudus,SMA
2553,553,37,"526,346",20603267,SMAN 7 KOTA TANGERANG SELATAN More..,Banten,Kota Tangerang Selatan,SMA
2554,554,88,"526,307",20102562,SMAN 97 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2555,555,89,"526,261",20103290,SMAN 105 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2556,556,90,"526,232",20100224,SMAN 30 JAKARTA More..,DKI Jakarta,Kota Jakarta Pusat,SMA
2557,557,13,"526,229",10403792,SMAN PINTAR More..,Riau,Kab. Kuantan Singingi,SMA
2558,558,4,"526,199",30105212,SMAN 3 PONTIANAK More..,Kalimantan Barat,Kota Pontianak,SMA
2559,559,84,"526,184",20517786,SMAS AR ROHMAH DAU More..,Jawa Timur,Kab. Malang,SMA
2560,560,91,"526,161",20101587,SMAN 84 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMA
2561,561,14,"526,081",10303904,SMAN 1 PAYAKUMBUH More..,Sumatera Barat,Kota Payakumbuh,SMA
2562,562,92,"526,03",20102213,SMAN 37 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2563,563,1,"525,846",69975824,MAN INSAN CENDEKIA KOTA KENDARI More..,Sulawesi Tenggara,Kota Kendari ,MA 
2564,564,85,"525,809",20533803,SMKS TELKOM SANDHY PUTRA More..,Jawa Timur,Kota Malang,SMK
2565,565,93,"525,782",20103787,SMKN 26 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMK
2566,566,108,"525,782",20224511,SMA NEGERI 1 TASIKMALAYA More..,Jawa Barat,Kota Tasikmalaya,SMA
2567,567,109,"525,707",69946479,SMA EDU GLOBAL More..,Jawa Barat,Kota Bandung ,SMA
2568,568,94,"525,641",20101625,SMAN 16 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMA
2569,569,95,"525,639",20330331,SMKN 1 KARANGANYAR More..,Jawa Tengah,Kab. Kebumen,SMK
2570,570,86,"525,532",20534125,SMAN 1 MADIUN More..,Jawa Timur,Kota Madiun,SMA
2571,571,15,"525,492",10211316,SMAS METHODIST More..,Sumatera Utara,Kota Binjai,SMA
2572,572,96,"525,409",20306186,SMKN 2 PURWOREJO More..,Jawa Tengah,Kab. Purworejo,SMK
2573,573,97,"525,399",20306180,SMKN 1 PURWOREJO More..,Jawa Tengah,Kab. Purworejo,SMK
2574,574,41,"525,388",20401133,SMAN 2 SLEMAN More..,DI Yogyakarta,Kab. Sleman,SMA
2575,575,110,"525,347",20218379,SMAN 2 TAMBUN SELATAN More..,Jawa Barat,Kab. Bekasi,SMA
2576,576,98,"525,243",20321448,SMK NEGERI 2 TEMANGGUNG More..,Jawa Tengah,Kab. Temanggung,SMK
2577,577,38,"525,171",20606847,SMAN 3 TANGERANG More..,Banten,Kota Tangerang,SMA
2578,578,87,"525,147",20514347,SMAN 1 SRENGAT More..,Jawa Timur,Kab. Blitar,SMA
2579,579,9,"525,072",50101696,SMAN 1 KUTA UTARA More..,Bali,Kab. Badung,SMA
2580,580,111,"525,056",20219238,SMAN 15 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2581,581,99,"525,01",20306806,SMA NEGERI 2 WONOSOBO More..,Jawa Tengah,Kab. Wonosobo,SMA
2582,582,8,"524,941",69766189,SMAS IT DAARUL HIKMAH More..,Kalimantan Timur,Kota Bontang,SMA
2583,583,10,"524,842",50105492,SMAN BALI MANDARA More..,Bali,Kab. Buleleng,SMA
2584,584,88,"524,804",20580757,MAS UNGGULAN AMANATUL UMMAH SURABAYA More..,Jawa Timur,Kota Surabaya,MA 
2585,585,6,"524,762",11002199,SMAN 5 BATAM More..,Kepulauan Riau,Kota Batam,SMA
2586,586,112,"524,736",20219324,SMAN 9 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2587,587,100,"524,708",20341603,SMAS AL IRSYAD AL ISLAMIYYAH More..,Jawa Tengah,Kab. Banyumas,SMA
2588,588,113,"524,681",20265284,SMAS YOS SUDARSO More..,Jawa Barat,Kab. Karawang,SMA
2589,589,11,"524,659",50101705,SMAN 1 KUTA More..,Bali,Kab. Badung,SMA
2590,590,114,"524,657",20219239,SMAN 14 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2591,591,115,"524,648",20277119,MAN 2 KOTA BOGOR More..,Jawa Barat,Kota Bogor,MA 
2592,592,42,"524,62",20401126,SMAN 1 PRAMBANAN More..,DI Yogyakarta,Kab. Sleman,SMA
2593,593,89,"524,589",20506254,SMA NEGERI 2 LAMONGAN More..,Jawa Timur,Kab. Lamongan,SMA
2594,594,90,"524,516",20534122,SMAN 3 TARUNA ANGKASA MADIUN More..,Jawa Timur,Kota Madiun,SMA
2595,595,6,"524,469",10504553,SMAN 3 KOTA JAMBI More..,Jambi,Kota Jambi,SMA
2596,596,116,"524,318",20223040,SMAN 9 BEKASI More..,Jawa Barat,Kota Bekasi,SMA
2597,597,117,"524,293",20254097,SMAS KETAPANG 3 More..,Jawa Barat,Kab. Bogor,SMA
2598,598,118,"524,258",20229166,SMAN 4 KOTA DEPOK More..,Jawa Barat,Kota Depok,SMA
2599,599,91,"524,242",20508480,SMAN 1 NGAWI More..,Jawa Timur,Kab. Ngawi,SMA
2600,600,101,"524,209",20321428,SMA NEGERI 1 PARAKAN More..,Jawa Tengah,Kab. Temanggung,SMA
2601,601,102,"524,192",20323398,SMA NEGERI 1 KAJEN More..,Jawa Tengah,Kab. Pekalongan,SMA
2602,602,15,"524,183",10303610,SMAN 2 PADANG PANJANG More..,Sumatera Barat,Kota Padang Panjang,SMA
2603,603,9,"524,179",30401787,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA More..,Kalimantan Timur,Kota Bontang,SMA
2604,604,92,"524,16",20533661,SMAN 10 More..,Jawa Timur,Kota Malang,SMA
2605,605,95,"524,143",20103299,SMAN 89 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2606,606,7,"524,122",10504684,SMAN 1 KOTA JAMBI More..,Jambi,Kota Jambi,SMA
2607,607,96,"524,12",20102566,SMAN 82 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2608,608,39,"524,093",20613768,SMAN 6 KOTA TANGERANG SELATAN More..,Banten,Kota Tangerang Selatan,SMA
2609,609,9,"523,751",10600905,SMAN 1 UNGGULAN MUARA ENIM More..,Sumatera Selatan,Kab. Muara Enim,SMA
2610,610,97,"523,749",20103784,SMKN 48 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMK
2611,611,93,"523,693",20533638,SMAS KATOLIK COR YESU More..,Jawa Timur,Kota Malang,SMA
2612,612,98,"523,69",20102573,SMAN 60 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2613,613,103,"523,623",20331978,SMAN 2 MAGELANG More..,Jawa Tengah,Kota Magelang,SMA
2614,614,94,"523,596",20540294,SMA DARUL ULUM 2 UNGGULAN BPPT More..,Jawa Timur,Kab. Jombang,SMA
2615,615,119,"523,581",20224136,SMK NEGERI 1 CIMAHI More..,Jawa Barat,Kota Cimahi,SMK
2616,616,104,"523,567",20363060,MAN 1 SURAKARTA More..,Jawa Tengah,Kota Surakarta,MA 
2617,617,95,"523,524",20504478,SMAN 2 BOJONEGORO More..,Jawa Timur,Kab. Bojonegoro,SMA
2618,618,105,"523,486",20320385,SMA NEGERI 1 BRINGIN More..,Jawa Tengah,Kab. Semarang,SMA
2619,619,106,"523,458",20363211,MAS AL IRSYAD More..,Jawa Tengah,Kab. Semarang,MA 
2620,620,120,"523,415",20219306,SMAN 6 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2621,621,16,"523,347",10303905,SMAN 2 PAYAKUMBUH More..,Sumatera Barat,Kota Payakumbuh,SMA
2622,622,99,"523,252",20103291,SMAN 104 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2623,623,121,"523,104",20231317,SMAS MARSUDIRINI More..,Jawa Barat,Kab. Bogor,SMA
2624,624,100,"523,1",20109513,SMAS HIGH SCOPE More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2625,625,122,"523,042",20219250,SMAN 22 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2626,626,17,"523,033",10302476,SMAN 1 BATU SANGKAR More..,Sumatera Barat,Kab. Tanah Datar,SMA
2627,627,4,"522,953",30304468,SMAS KRISTEN KANAAN More..,Kalimantan Selatan,Kota Banjarmasin,SMA
2628,628,123,"522,946",20231704,SMAS ANANDA More..,Jawa Barat,Kota Bekasi,SMA
2629,629,124,"522,906",20270492,SMAN 8 DEPOK More..,Jawa Barat,Kota Depok,SMA
2630,630,40,"522,852",20603270,SMAN 4 KOTA TANGERANG SELATAN More..,Banten,Kota Tangerang Selatan,SMA
2631,631,101,"522,841",20102211,SMAN 43 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2632,632,43,"522,759",20400380,SMA NEGERI 2 BANGUNTAPAN More..,DI Yogyakarta,Kab. Bantul,SMA
2633,633,107,"522,728",20328939,SMA NEGERI 09 More..,Jawa Tengah,Kota Semarang,SMA
2634,634,102,"522,673",20103258,SMAN 93 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2635,635,125,"522,649",20258092,SMAS MUTIARA BUNDA More..,Jawa Barat,Kota Bandung,SMA
2636,636,5,"522,522",30304598,SMAN 2 BANJARBARU More..,Kalimantan Selatan,Kota Banjarbaru,SMA
2637,637,108,"522,501",20300727,SMA NEGERI 3 CILACAP More..,Jawa Tengah,Kab. Cilacap,SMA
2638,638,126,"522,499",20220273,SMKN 1 BOGOR More..,Jawa Barat,Kota Bogor,SMK
2639,639,44,"522,466",60724851,SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN More..,DI Yogyakarta,Kab. Sleman,SMA
2640,640,96,"522,458",69965070,SMA TAZKIA IIBS More..,Jawa Timur,Kab. Malang ,SMA
2641,641,97,"522,396",20532088,SMAS KATOLIK ST CAROLUS More..,Jawa Timur,Kota Surabaya,SMA
2642,642,45,"522,347",20402810,SMA NEGERI 1 PENGASIH More..,DI Yogyakarta,Kab. Kulon Progo,SMA
2643,643,12,"522,297",69765014,SMAS ALBANNA More..,Bali,Kota Denpasar,SMA
2644,644,6,"522,229",30304260,SMAN 7 BANJARMASIN More..,Kalimantan Selatan,Kota Banjarmasin,SMA
2645,645,6,"522,11",10805055,SMAN 1 PRINGSEWU More..,Lampung,Kab. Pringsewu,SMA
2646,646,46,"522,028",20400416,SMK NEGERI 1 BANTUL More..,DI Yogyakarta,Kab. Bantul,SMK
2647,647,7,"522,018",11000433,SMAN 1 TANJUNG PINANG More..,Kepulauan Riau,Kota Tanjungpinang,SMA
2648,648,47,"522,011",20363269,MAS ISLAMIC CENTRE BIN BAZ More..,DI Yogyakarta,Kab. Bantul,MA 
2649,649,103,"521,96",20100211,SMAN 4 JAKARTA More..,DKI Jakarta,Kota Jakarta Pusat,SMA
2650,650,13,"521,94",50103181,SMAS K SANTO YOSEPH DENPASAR More..,Bali,Kota Denpasar,SMA
2651,651,109,"521,89",20361201,SMAS INSAN CENDIKIA AL-MUJTABA More..,Jawa Tengah,Kab. Sukoharjo,SMA
2652,652,5,"521,836",10900452,SMKN 1 TANJUNGPANDAN More..,Kepulauan Bangka Belitung,Kab. Belitung,SMK
2653,653,98,"521,773",20523828,SMAN AMBULU More..,Jawa Timur,Kab. Jember,SMA
2654,654,110,"521,723",20327608,SMKN 1 MAGELANG More..,Jawa Tengah,Kota Magelang,SMK
2655,655,14,"521,7",10400870,SMAS CENDANA MANDAU More..,Riau,Kab. Bengkalis,SMA
2656,656,111,"521,688",20309690,SMAN 3 KLATEN More..,Jawa Tengah,Kab. Klaten,SMA
2657,657,99,"521,68",20507733,SMAN 1 MEJAYAN More..,Jawa Timur,Kab. Madiun,SMA
2658,658,112,"521,657",20320369,SMA NEGERI 1 SURUH More..,Jawa Tengah,Kab. Semarang,SMA
2659,659,113,"521,654",20330330,SMKN 1 GOMBONG More..,Jawa Tengah,Kab. Kebumen,SMK
2660,660,16,"521,613",10206580,SMAN 1 MATAULI PANDAN More..,Sumatera Utara,Kab. Tapanuli Tengah,SMA
2661,661,127,"521,597",20200686,SMAS DWI WARNA More..,Jawa Barat,Kab. Bogor,SMA
2662,662,128,"521,567",69774555,SMA ISLAM AL-AZHAR 8 More..,Jawa Barat,Kota Bekasi,SMA
2663,663,48,"521,52",69965701,SMAIT ABU BAKAR BOARDING SCHOOL KULON PROGO More..,DI Yogyakarta,Kab. Kulon Progo ,SMA
2664,664,7,"521,517",10807070,SMAN 9 BANDAR LAMPUNG More..,Lampung,Kota Bandar Lampung,SMA
2665,665,129,"521,509",20200685,SMAN 1 CIAWI BOGOR More..,Jawa Barat,Kab. Bogor,SMA
2666,666,130,"521,482",20268809,SMAS IT NURURRAHMAN More..,Jawa Barat,Kota Depok,SMA
2667,667,2,"521,479",69978360,MAN INSAN CENDEKIA BENGKULU TENGAH More..,Bengkulu,Kab. Bengkulu Tengah ,MA 
2668,668,131,"521,454",20223032,SMAN 11 BEKASI More..,Jawa Barat,Kota Bekasi,SMA
2669,669,114,"521,405",20310495,SMAS ASSALAM SUKOHARJO More..,Jawa Tengah,Kab. Sukoharjo,SMA
2670,670,100,"521,359",20529954,SMAN 1 SUMENEP More..,Jawa Timur,Kab. Sumenep,SMA
2671,671,115,"521,354",20307727,SMAN 1 GRABAG More..,Jawa Tengah,Kab. Magelang,SMA
2672,672,104,"521,349",20100780,SMAN 80 JAKARTA More..,DKI Jakarta,Kota Jakarta Utara,SMA
