data_key,detail,urut_nasional,urut_provinsi,rerata,nilai_tertinggi,nilai_terendah,standar_deviasi
2878,Kemampuan Memahami Bacaan dan Menulis,907,21,515.879,659.52,360.88,59.97
2878,Kemampuan Penalaran Umum,945,19,509.232,613.83,386.94,44.74
2878,Pengetahuan dan Pemahaman Umum,810,17,514.917,659.03,355.43,59.06
2879,Kemampuan Kuantitatif,984,137,503.857,688.72,364.71,64.16
2879,Kemampuan Memahami Bacaan dan Menulis,819,120,519.928,643.11,370.3,54.88
2879,Kemampuan Penalaran Umum,925,136,510.212,621.91,411.21,37.71
2879,Pengetahuan dan Pemahaman Umum,594,97,522.357,640.2,411.43,45.42
2880,Kemampuan Kuantitatif,765,2,518.635,709.99,388.9,69.86
2880,Kemampuan Memahami Bacaan dan Menulis,847,3,518.971,656.92,370.79,59.67
2880,Kemampuan Penalaran Umum,956,3,508.907,608.55,398.2,44.63
2880,Pengetahuan dan Pemahaman Umum,942,3,509.794,653.9,354.05,54.07
2881,Kemampuan Kuantitatif,891,133,511.205,688.84,391.9,65.36
2881,Kemampuan Memahami Bacaan dan Menulis,744,106,522.537,631.77,374.19,51.84
2881,Kemampuan Penalaran Umum,977,147,507.372,588.85,402.4,38.01
2881,Pengetahuan dan Pemahaman Umum,809,123,514.924,651.96,356.92,52.77
2882,Kemampuan Kuantitatif,804,147,516.46,644.57,396.48,66.94
2882,Kemampuan Memahami Bacaan dan Menulis,774,152,521.281,673.98,407.71,71.59
2882,Kemampuan Penalaran Umum,951,180,509.072,620.95,409.45,51.58
2882,Pengetahuan dan Pemahaman Umum,949,177,509.159,632.76,393.2,62.18
2883,Kemampuan Kuantitatif,1000,151,495.183,705.74,384.82,77.8
2883,Kemampuan Memahami Bacaan dan Menulis,326,44,541.907,664.8,423.89,74.17
2883,Kemampuan Penalaran Umum,834,123,513.332,600.99,430.03,50.72
2883,Pengetahuan dan Pemahaman Umum,987,151,505.143,642.73,382.4,76.99
2884,Kemampuan Kuantitatif,948,172,507.025,676.3,388.67,59.21
2884,Kemampuan Memahami Bacaan dan Menulis,700,139,523.971,659.86,317.79,53.21
2884,Kemampuan Penalaran Umum,949,179,509.081,590.32,406.17,41.44
2884,Pengetahuan dan Pemahaman Umum,794,152,515.317,652.27,419.29,49.48
2885,Kemampuan Kuantitatif,896,164,510.874,689.57,370.37,64.23
2885,Kemampuan Memahami Bacaan dan Menulis,862,163,518.018,633.82,375.09,56.56
2885,Kemampuan Penalaran Umum,852,163,512.985,616.43,411.73,38.6
2885,Pengetahuan dan Pemahaman Umum,847,161,513.492,646.69,387.31,48.64
2886,Kemampuan Kuantitatif,774,115,518.173,691.86,360.91,70.93
2886,Kemampuan Memahami Bacaan dan Menulis,941,141,513.88,674.3,376.26,58.78
2886,Kemampuan Penalaran Umum,892,137,511.301,617.16,420.78,41.48
2886,Pengetahuan dan Pemahaman Umum,886,137,511.996,649.15,381.79,55.26
2887,Kemampuan Kuantitatif,965,78,505.85,650.14,381.92,61.0
2887,Kemampuan Memahami Bacaan dan Menulis,705,59,523.822,653.28,372.95,53.89
2887,Kemampuan Penalaran Umum,813,69,513.817,628.82,417.2,36.38
2887,Pengetahuan dan Pemahaman Umum,895,68,511.645,623.61,385.28,44.21
2888,Kemampuan Kuantitatif,942,143,507.625,678.62,361.5,60.33
2888,Kemampuan Memahami Bacaan dan Menulis,856,126,518.363,661.68,339.0,58.6
2888,Kemampuan Penalaran Umum,854,127,512.829,618.19,347.3,41.07
2888,Pengetahuan dan Pemahaman Umum,763,120,516.278,642.21,349.12,49.06
2889,Kemampuan Kuantitatif,885,12,511.612,673.4,374.2,65.61
2889,Kemampuan Memahami Bacaan dan Menulis,841,13,519.145,657.7,346.27,54.19
2889,Kemampuan Penalaran Umum,939,15,509.436,601.39,405.23,41.78
2889,Pengetahuan dan Pemahaman Umum,816,12,514.663,607.68,383.31,47.79
2890,Kemampuan Kuantitatif,929,133,509.014,656.87,374.35,65.07
2890,Kemampuan Memahami Bacaan dan Menulis,854,125,518.614,629.58,381.86,50.72
2890,Kemampuan Penalaran Umum,915,135,510.578,597.22,402.58,37.36
2890,Pengetahuan dan Pemahaman Umum,751,117,516.598,640.33,393.23,50.41
2891,Kemampuan Kuantitatif,918,173,509.334,692.5,359.83,73.18
2891,Kemampuan Memahami Bacaan dan Menulis,761,142,521.793,635.53,382.32,53.01
2891,Kemampuan Penalaran Umum,863,155,512.4,623.97,420.73,37.33
2891,Pengetahuan dan Pemahaman Umum,913,174,511.074,658.0,385.46,52.91
2892,Kemampuan Kuantitatif,943,169,507.349,663.52,391.18,72.21
2892,Kemampuan Memahami Bacaan dan Menulis,930,171,514.79,593.08,433.32,47.27
2892,Kemampuan Penalaran Umum,822,158,513.48,595.69,448.78,42.48
2892,Pengetahuan dan Pemahaman Umum,682,129,518.804,611.18,437.11,54.95
2893,Kemampuan Kuantitatif,707,6,521.274,645.72,401.74,57.16
2893,Kemampuan Memahami Bacaan dan Menulis,996,8,505.423,662.31,357.72,65.33
2893,Kemampuan Penalaran Umum,860,8,512.619,588.88,436.19,37.6
2893,Pengetahuan dan Pemahaman Umum,804,5,515.042,652.93,390.76,52.84
2894,Kemampuan Kuantitatif,776,57,518.102,675.88,398.06,60.37
2894,Kemampuan Memahami Bacaan dan Menulis,694,57,524.15,640.28,388.41,50.73
2894,Kemampuan Penalaran Umum,972,76,507.708,612.02,415.02,39.82
2894,Pengetahuan dan Pemahaman Umum,990,79,504.181,620.44,398.72,50.0
2895,Kemampuan Kuantitatif,881,67,511.706,716.73,374.5,63.23
2895,Kemampuan Memahami Bacaan dan Menulis,890,76,516.707,659.12,372.75,55.09
2895,Kemampuan Penalaran Umum,857,71,512.707,609.01,401.35,40.55
2895,Pengetahuan dan Pemahaman Umum,863,63,512.785,635.33,378.8,48.15
2896,Kemampuan Kuantitatif,738,112,519.9,626.91,415.34,55.37
2896,Kemampuan Memahami Bacaan dan Menulis,986,149,509.503,661.38,395.11,57.21
2896,Kemampuan Penalaran Umum,839,125,513.17,564.44,423.07,38.63
2896,Pengetahuan dan Pemahaman Umum,908,140,511.314,570.38,430.2,43.39
2897,Kemampuan Kuantitatif,797,3,516.658,692.93,368.9,69.92
2897,Kemampuan Memahami Bacaan dan Menulis,895,4,516.43,651.52,363.4,60.1
2897,Kemampuan Penalaran Umum,853,3,512.837,610.22,403.1,44.03
2897,Pengetahuan dan Pemahaman Umum,965,4,507.759,650.83,344.46,58.86
2898,Kemampuan Kuantitatif,802,148,516.517,653.23,394.52,50.9
2898,Kemampuan Memahami Bacaan dan Menulis,880,165,517.087,618.89,394.23,56.73
2898,Kemampuan Penalaran Umum,993,186,505.012,614.74,418.57,39.39
2898,Pengetahuan dan Pemahaman Umum,807,151,514.954,623.28,349.87,47.94
2899,Kemampuan Kuantitatif,884,167,511.691,666.17,370.76,63.8
2899,Kemampuan Memahami Bacaan dan Menulis,832,157,519.337,668.65,383.23,49.9
2899,Kemampuan Penalaran Umum,907,164,510.804,653.3,404.57,38.23
2899,Pengetahuan dan Pemahaman Umum,897,170,511.597,663.67,377.18,52.22
2900,Kemampuan Kuantitatif,873,165,512.265,688.17,394.52,64.13
2900,Kemampuan Memahami Bacaan dan Menulis,911,173,515.843,649.57,399.56,52.57
2900,Kemampuan Penalaran Umum,908,165,510.779,611.92,399.2,39.23
2900,Pengetahuan dan Pemahaman Umum,827,155,514.009,669.52,399.9,53.02
2901,Kemampuan Kuantitatif,921,139,509.265,653.18,370.87,78.57
2901,Kemampuan Memahami Bacaan dan Menulis,843,123,519.139,656.56,399.99,65.0
2901,Kemampuan Penalaran Umum,1000,151,500.656,595.07,396.99,42.94
2901,Pengetahuan dan Pemahaman Umum,558,86,523.73,656.37,427.62,53.62
2902,Kemampuan Kuantitatif,900,70,510.377,656.99,389.78,55.84
2902,Kemampuan Memahami Bacaan dan Menulis,726,63,523.164,655.68,379.61,50.19
2902,Kemampuan Penalaran Umum,988,78,506.31,628.45,413.9,39.06
2902,Pengetahuan dan Pemahaman Umum,864,64,512.783,645.91,385.56,49.75
2903,Kemampuan Kuantitatif,901,135,510.353,657.78,389.78,70.58
2903,Kemampuan Memahami Bacaan dan Menulis,965,145,512.242,650.87,328.56,61.08
2903,Kemampuan Penalaran Umum,762,113,515.218,589.55,438.18,41.68
2903,Pengetahuan dan Pemahaman Umum,812,124,514.751,696.01,387.44,61.18
2904,Kemampuan Kuantitatif,877,7,511.934,673.29,389.01,69.94
2904,Kemampuan Memahami Bacaan dan Menulis,893,6,516.53,689.11,342.29,61.67
2904,Kemampuan Penalaran Umum,816,7,513.683,616.01,429.02,43.69
2904,Pengetahuan dan Pemahaman Umum,929,7,510.222,643.37,409.82,52.8
2905,Kemampuan Kuantitatif,580,13,529.414,708.86,370.87,70.7
2905,Kemampuan Memahami Bacaan dan Menulis,992,20,507.648,695.94,371.44,62.41
2905,Kemampuan Penalaran Umum,983,20,506.792,623.02,396.93,41.28
2905,Pengetahuan dan Pemahaman Umum,956,19,508.25,628.83,359.27,54.08
2906,Kemampuan Kuantitatif,991,186,501.619,647.25,366.26,60.53
2906,Kemampuan Memahami Bacaan dan Menulis,814,155,520.044,641.92,411.78,49.06
2906,Kemampuan Penalaran Umum,911,166,510.67,621.96,430.24,37.79
2906,Pengetahuan dan Pemahaman Umum,657,119,519.724,631.83,428.85,47.24
2907,Kemampuan Kuantitatif,821,10,515.822,712.64,365.35,74.43
2907,Kemampuan Memahami Bacaan dan Menulis,940,9,513.926,651.04,327.25,64.35
2907,Kemampuan Penalaran Umum,910,8,510.712,640.11,389.56,45.15
2907,Pengetahuan dan Pemahaman Umum,894,9,511.708,665.0,315.6,56.58
2908,Kemampuan Kuantitatif,863,3,512.781,713.46,375.75,70.81
2908,Kemampuan Memahami Bacaan dan Menulis,951,3,513.213,661.35,358.02,60.42
2908,Kemampuan Penalaran Umum,895,4,511.254,626.89,396.17,44.87
2908,Pengetahuan dan Pemahaman Umum,818,3,514.55,698.92,360.13,58.96
2909,Kemampuan Kuantitatif,839,157,514.723,681.52,395.17,61.61
2909,Kemampuan Memahami Bacaan dan Menulis,909,171,515.853,653.38,359.58,53.55
2909,Kemampuan Penalaran Umum,894,162,511.259,611.13,402.4,38.35
2909,Pengetahuan dan Pemahaman Umum,937,182,509.931,620.66,412.4,43.46
2910,Kemampuan Kuantitatif,876,162,512.011,703.89,368.9,68.98
2910,Kemampuan Memahami Bacaan dan Menulis,961,175,512.746,650.66,358.47,59.52
2910,Kemampuan Penalaran Umum,878,167,511.93,603.59,413.34,38.8
2910,Pengetahuan dan Pemahaman Umum,802,154,515.053,637.57,403.95,50.15
2911,Kemampuan Kuantitatif,788,44,517.204,695.14,359.92,72.87
2911,Kemampuan Memahami Bacaan dan Menulis,906,48,515.954,666.5,324.46,60.75
2911,Kemampuan Penalaran Umum,923,48,510.245,611.63,387.57,45.29
2911,Pengetahuan dan Pemahaman Umum,957,50,508.212,707.85,364.95,57.67
2912,Kemampuan Kuantitatif,917,130,509.436,658.9,360.68,62.85
2912,Kemampuan Memahami Bacaan dan Menulis,960,135,512.757,620.47,380.47,51.96
2912,Kemampuan Penalaran Umum,807,121,513.999,622.48,408.18,40.17
2912,Pengetahuan dan Pemahaman Umum,791,120,515.375,680.49,374.56,51.02
2913,Kemampuan Kuantitatif,919,138,509.332,688.65,374.56,68.03
2913,Kemampuan Memahami Bacaan dan Menulis,883,131,516.961,642.25,379.5,57.95
2913,Kemampuan Penalaran Umum,759,111,515.278,628.59,410.65,42.7
2913,Pengetahuan dan Pemahaman Umum,941,145,509.805,638.31,365.92,51.86
2914,Kemampuan Kuantitatif,878,163,511.929,677.82,359.45,67.09
2914,Kemampuan Memahami Bacaan dan Menulis,899,168,516.181,655.68,384.04,56.11
2914,Kemampuan Penalaran Umum,825,159,513.438,628.93,413.02,42.76
2914,Pengetahuan dan Pemahaman Umum,943,176,509.791,654.63,370.79,54.29
2915,Kemampuan Kuantitatif,980,15,504.262,684.08,363.71,60.07
2915,Kemampuan Memahami Bacaan dan Menulis,693,11,524.158,658.37,384.05,53.85
2915,Kemampuan Penalaran Umum,850,13,513.016,611.9,399.62,40.43
2915,Pengetahuan dan Pemahaman Umum,940,13,509.837,631.66,369.95,54.27
2916,Kemampuan Kuantitatif,661,10,523.702,705.14,364.28,77.34
2916,Kemampuan Memahami Bacaan dan Menulis,964,10,512.283,654.23,364.06,67.01
2916,Kemampuan Penalaran Umum,952,11,509.04,606.97,412.09,40.86
2916,Pengetahuan dan Pemahaman Umum,981,11,506.086,618.32,360.64,56.15
2917,Kemampuan Kuantitatif,935,168,508.542,708.7,374.87,71.75
2917,Kemampuan Memahami Bacaan dan Menulis,896,167,516.36,706.96,362.17,63.67
2917,Kemampuan Penalaran Umum,919,174,510.378,615.26,414.36,43.05
2917,Pengetahuan dan Pemahaman Umum,774,148,515.781,665.85,365.25,57.87
2918,Kemampuan Kuantitatif,824,118,515.754,695.55,379.22,67.46
2918,Kemampuan Memahami Bacaan dan Menulis,939,132,514.117,653.57,351.25,54.4
2918,Kemampuan Penalaran Umum,845,128,513.105,600.77,400.22,39.34
2918,Pengetahuan dan Pemahaman Umum,962,138,508.027,633.91,391.37,46.8
2919,Kemampuan Kuantitatif,962,177,506.116,688.96,381.59,69.52
2919,Kemampuan Memahami Bacaan dan Menulis,751,146,522.158,672.51,352.7,58.48
2919,Kemampuan Penalaran Umum,916,173,510.541,611.82,416.76,36.88
2919,Pengetahuan dan Pemahaman Umum,882,168,512.187,638.18,387.03,50.75
2920,Kemampuan Kuantitatif,946,51,507.178,685.93,377.1,68.59
2920,Kemampuan Memahami Bacaan dan Menulis,926,50,514.864,690.02,348.99,64.23
2920,Kemampuan Penalaran Umum,758,42,515.312,617.51,412.7,40.31
2920,Pengetahuan dan Pemahaman Umum,843,47,513.558,642.65,404.06,55.08
2921,Kemampuan Kuantitatif,960,176,506.352,682.41,377.21,66.91
2921,Kemampuan Memahami Bacaan dan Menulis,848,162,518.803,676.18,369.28,59.49
2921,Kemampuan Penalaran Umum,742,148,515.835,656.84,396.1,42.38
2921,Pengetahuan dan Pemahaman Umum,939,175,509.84,665.15,369.62,58.62
2922,Kemampuan Kuantitatif,902,25,510.338,681.5,359.83,65.55
2922,Kemampuan Memahami Bacaan dan Menulis,912,21,515.8,669.93,365.36,52.86
2922,Kemampuan Penalaran Umum,851,24,512.994,601.68,408.01,41.39
2922,Pengetahuan dan Pemahaman Umum,902,21,511.502,633.16,369.91,51.82
2923,Kemampuan Kuantitatif,887,49,511.566,683.88,401.41,54.81
2923,Kemampuan Memahami Bacaan dan Menulis,897,47,516.341,659.58,401.36,54.18
2923,Kemampuan Penalaran Umum,804,45,514.065,592.94,440.86,33.63
2923,Pengetahuan dan Pemahaman Umum,951,49,508.651,647.28,399.8,53.17
2924,Kemampuan Kuantitatif,930,174,508.963,646.18,379.08,57.89
2924,Kemampuan Memahami Bacaan dan Menulis,860,161,518.047,647.2,342.03,53.46
2924,Kemampuan Penalaran Umum,966,177,508.296,592.26,411.0,35.54
2924,Pengetahuan dan Pemahaman Umum,798,150,515.218,634.19,339.23,52.64
2925,Kemampuan Kuantitatif,696,20,521.739,705.08,370.32,77.11
2925,Kemampuan Memahami Bacaan dan Menulis,976,19,511.608,644.9,343.12,62.95
2925,Kemampuan Penalaran Umum,754,18,515.385,606.84,420.34,38.62
2925,Pengetahuan dan Pemahaman Umum,998,20,501.386,643.41,364.89,59.97
2926,Kemampuan Kuantitatif,992,181,501.131,672.02,378.97,63.57
2926,Kemampuan Memahami Bacaan dan Menulis,846,161,519.044,637.84,367.57,54.14
2926,Kemampuan Penalaran Umum,953,181,509.001,588.52,430.62,37.92
2926,Pengetahuan dan Pemahaman Umum,635,118,520.898,616.2,389.83,49.54
2927,Kemampuan Kuantitatif,854,127,513.457,691.4,375.07,69.03
2927,Kemampuan Memahami Bacaan dan Menulis,943,142,513.847,642.01,370.64,55.61
2927,Kemampuan Penalaran Umum,865,130,512.273,593.4,410.17,39.09
2927,Pengetahuan dan Pemahaman Umum,923,143,510.43,641.06,393.86,50.96
2928,Kemampuan Kuantitatif,777,19,517.917,648.35,397.0,63.61
2928,Kemampuan Memahami Bacaan dan Menulis,994,21,507.032,604.38,371.54,57.0
2928,Kemampuan Penalaran Umum,897,17,511.235,574.5,412.57,37.75
2928,Pengetahuan dan Pemahaman Umum,837,16,513.798,623.31,396.97,49.33
2929,Kemampuan Kuantitatif,966,178,505.819,722.86,375.78,62.61
2929,Kemampuan Memahami Bacaan dan Menulis,796,155,520.517,648.9,344.53,55.18
2929,Kemampuan Penalaran Umum,936,178,509.68,624.27,424.7,38.2
2929,Pengetahuan dan Pemahaman Umum,830,158,513.965,654.04,387.89,51.61
2930,Kemampuan Kuantitatif,959,145,506.509,676.36,379.37,59.49
2930,Kemampuan Memahami Bacaan dan Menulis,881,130,517.001,654.62,383.29,57.1
2930,Kemampuan Penalaran Umum,948,141,509.133,614.07,413.19,41.8
2930,Pengetahuan dan Pemahaman Umum,741,116,516.82,652.17,385.96,52.39
2931,Kemampuan Kuantitatif,827,46,515.561,681.01,375.75,85.14
2931,Kemampuan Memahami Bacaan dan Menulis,873,46,517.388,612.28,384.73,60.23
2931,Kemampuan Penalaran Umum,950,50,509.077,593.27,416.98,43.85
2931,Pengetahuan dan Pemahaman Umum,972,51,507.102,631.58,347.52,62.15
2932,Kemampuan Kuantitatif,892,68,511.094,668.57,383.02,57.92
2932,Kemampuan Memahami Bacaan dan Menulis,938,79,514.182,621.26,369.55,50.73
2932,Kemampuan Penalaran Umum,743,64,515.83,613.9,407.95,36.81
2932,Pengetahuan dan Pemahaman Umum,963,76,507.995,635.16,395.48,48.61
2933,Kemampuan Kuantitatif,961,180,506.297,648.52,360.91,73.45
2933,Kemampuan Memahami Bacaan dan Menulis,784,148,520.882,598.25,432.29,44.53
2933,Kemampuan Penalaran Umum,969,178,507.94,589.93,390.08,43.61
2933,Pengetahuan dan Pemahaman Umum,840,158,513.695,608.86,418.77,53.36
2934,Kemampuan Kuantitatif,925,140,509.178,655.62,396.15,56.77
2934,Kemampuan Memahami Bacaan dan Menulis,969,146,511.986,623.56,374.04,56.99
2934,Kemampuan Penalaran Umum,989,150,506.016,606.42,413.73,42.4
2934,Pengetahuan dan Pemahaman Umum,619,96,521.553,611.32,406.49,50.93
2935,Kemampuan Kuantitatif,898,125,510.657,674.01,388.9,67.05
2935,Kemampuan Memahami Bacaan dan Menulis,821,121,519.833,680.78,373.14,58.93
2935,Kemampuan Penalaran Umum,905,133,510.861,609.91,401.89,40.14
2935,Pengetahuan dan Pemahaman Umum,970,139,507.258,631.36,373.37,52.37
2936,Kemampuan Kuantitatif,983,149,503.913,632.93,397.02,59.2
2936,Kemampuan Memahami Bacaan dan Menulis,914,138,515.655,632.12,350.43,65.52
2936,Kemampuan Penalaran Umum,861,129,512.605,591.38,422.24,38.19
2936,Pengetahuan dan Pemahaman Umum,758,119,516.419,637.77,383.75,63.16
2937,Kemampuan Kuantitatif,833,11,515.322,702.08,370.84,75.07
2937,Kemampuan Memahami Bacaan dan Menulis,989,11,508.987,664.99,346.27,65.71
2937,Kemampuan Penalaran Umum,902,10,511.053,616.69,387.73,44.17
2937,Pengetahuan dan Pemahaman Umum,856,10,513.208,654.01,348.05,58.52
2938,Kemampuan Kuantitatif,856,47,513.373,710.08,364.28,66.82
2938,Kemampuan Memahami Bacaan dan Menulis,928,51,514.812,644.01,377.54,55.75
2938,Kemampuan Penalaran Umum,976,52,507.391,637.17,380.29,41.73
2938,Pengetahuan dan Pemahaman Umum,861,48,512.972,659.56,371.12,56.36
2939,Kemampuan Kuantitatif,852,126,513.585,689.3,377.26,67.93
2939,Kemampuan Memahami Bacaan dan Menulis,918,139,515.506,641.88,377.45,53.2
2939,Kemampuan Penalaran Umum,866,131,512.272,602.48,425.29,35.01
2939,Pengetahuan dan Pemahaman Umum,974,147,507.079,647.27,390.65,47.95
2940,Kemampuan Kuantitatif,982,148,503.967,661.23,373.95,60.59
2940,Kemampuan Memahami Bacaan dan Menulis,624,89,527.578,660.69,392.68,53.3
2940,Kemampuan Penalaran Umum,887,134,511.693,589.14,433.63,38.14
2940,Pengetahuan dan Pemahaman Umum,986,150,505.158,630.29,406.07,50.16
2941,Kemampuan Kuantitatif,906,170,509.977,684.93,384.79,71.52
2941,Kemampuan Memahami Bacaan dan Menulis,981,187,511.313,609.37,382.7,56.99
2941,Kemampuan Penalaran Umum,765,129,515.204,600.01,405.27,34.12
2941,Pengetahuan dan Pemahaman Umum,891,167,511.731,624.68,387.5,54.61
2942,Kemampuan Kuantitatif,915,165,509.578,642.28,376.26,58.71
2942,Kemampuan Memahami Bacaan dan Menulis,889,166,516.793,670.97,367.72,61.99
2942,Kemampuan Penalaran Umum,914,172,510.599,606.94,394.78,42.88
2942,Pengetahuan dan Pemahaman Umum,910,172,511.2,646.97,365.12,54.78
2943,Kemampuan Kuantitatif,846,121,514.104,680.14,369.53,63.12
2943,Kemampuan Memahami Bacaan dan Menulis,891,130,516.7,653.49,368.28,50.42
2943,Kemampuan Penalaran Umum,947,139,509.146,600.92,401.57,37.2
2943,Pengetahuan dan Pemahaman Umum,958,137,508.145,645.43,405.74,46.22
2944,Kemampuan Kuantitatif,912,26,509.849,602.45,393.62,54.15
2944,Kemampuan Memahami Bacaan dan Menulis,955,26,512.854,610.49,390.24,46.39
2944,Kemampuan Penalaran Umum,672,18,518.268,602.65,444.75,39.66
2944,Pengetahuan dan Pemahaman Umum,971,27,507.111,617.84,377.26,48.44
2945,Kemampuan Kuantitatif,882,166,511.702,700.31,362.5,66.88
2945,Kemampuan Memahami Bacaan dan Menulis,947,182,513.554,685.3,348.73,61.55
2945,Kemampuan Penalaran Umum,959,176,508.844,613.94,408.31,43.84
2945,Pengetahuan dan Pemahaman Umum,839,157,513.702,646.81,327.79,53.85
2946,Kemampuan Kuantitatif,932,167,508.901,684.15,362.1,71.32
2946,Kemampuan Memahami Bacaan dan Menulis,983,179,511.15,625.83,360.98,56.04
2946,Kemampuan Penalaran Umum,934,177,509.747,596.14,406.68,40.68
2946,Pengetahuan dan Pemahaman Umum,705,135,517.983,652.19,413.42,52.23
2947,Kemampuan Kuantitatif,914,172,509.708,668.4,363.97,60.14
2947,Kemampuan Memahami Bacaan dan Menulis,886,167,516.854,656.4,344.73,53.55
2947,Kemampuan Penalaran Umum,957,175,508.898,606.04,415.78,34.4
2947,Pengetahuan dan Pemahaman Umum,883,165,512.137,639.65,368.63,47.39
2948,Kemampuan Kuantitatif,978,184,504.326,666.64,415.74,60.38
2948,Kemampuan Memahami Bacaan dan Menulis,902,169,516.127,624.95,374.29,56.75
2948,Kemampuan Penalaran Umum,885,158,511.706,576.84,440.96,36.13
2948,Pengetahuan dan Pemahaman Umum,790,147,515.376,606.76,433.28,45.24
2949,Kemampuan Kuantitatif,889,131,511.263,699.79,364.43,66.81
2949,Kemampuan Memahami Bacaan dan Menulis,956,144,512.821,638.55,372.32,51.64
2949,Kemampuan Penalaran Umum,970,145,507.868,622.36,393.4,40.26
2949,Pengetahuan dan Pemahaman Umum,795,122,515.294,650.09,352.61,54.26
2950,Kemampuan Kuantitatif,999,141,497.291,660.88,376.11,62.19
2950,Kemampuan Memahami Bacaan dan Menulis,750,115,522.165,668.36,391.22,52.57
2950,Kemampuan Penalaran Umum,815,123,513.732,605.39,420.36,40.38
2950,Pengetahuan dan Pemahaman Umum,828,125,514.007,669.67,388.24,47.42
2951,Kemampuan Kuantitatif,816,151,515.942,695.81,369.6,65.94
2951,Kemampuan Memahami Bacaan dan Menulis,945,181,513.712,656.83,361.54,54.7
2951,Kemampuan Penalaran Umum,980,182,507.157,607.23,384.41,37.2
2951,Pengetahuan dan Pemahaman Umum,926,179,510.366,622.08,394.88,46.86
2952,Kemampuan Kuantitatif,879,129,511.825,671.64,373.48,66.47
2952,Kemampuan Memahami Bacaan dan Menulis,937,140,514.255,657.39,349.51,56.14
2952,Kemampuan Penalaran Umum,964,144,508.388,621.84,374.74,41.15
2952,Pengetahuan dan Pemahaman Umum,869,134,512.615,643.81,370.26,51.63
2953,Kemampuan Kuantitatif,890,132,511.242,662.94,373.48,62.17
2953,Kemampuan Memahami Bacaan dan Menulis,884,132,516.956,637.75,370.6,47.6
2953,Kemampuan Penalaran Umum,986,149,506.593,620.55,399.32,40.56
2953,Pengetahuan dan Pemahaman Umum,878,135,512.268,657.39,391.0,53.65
2954,Kemampuan Kuantitatif,654,127,523.923,701.63,392.47,69.34
2954,Kemampuan Memahami Bacaan dan Menulis,975,177,511.634,630.11,411.89,58.25
2954,Kemampuan Penalaran Umum,557,112,521.735,614.99,428.7,46.47
2954,Pengetahuan dan Pemahaman Umum,1000,182,489.621,592.68,398.04,58.72
2955,Kemampuan Kuantitatif,687,5,522.477,654.62,399.07,68.46
