data_key,detail,urut_nasional,urut_provinsi,rerata,nilai_tertinggi,nilai_terendah,standar_deviasi
2530,Kemampuan Kuantitatif,418,63,540.083,696.66,380.7,70.31
2530,Kemampuan Memahami Bacaan dan Menulis,757,108,521.939,635.33,389.71,62.03
2530,Kemampuan Penalaran Umum,511,78,523.458,648.13,427.33,45.63
2530,Pengetahuan dan Pemahaman Umum,530,83,524.777,679.92,407.67,61.43
2531,Kemampuan Kuantitatif,457,11,536.97,704.69,391.46,71.38
2531,Kemampuan Memahami Bacaan dan Menulis,556,12,530.144,671.6,363.86,63.83
2531,Kemampuan Penalaran Umum,602,12,520.172,628.66,406.14,46.32
2531,Pengetahuan dan Pemahaman Umum,585,12,522.678,667.49,393.73,59.19
2532,Kemampuan Kuantitatif,810,149,516.148,662.56,397.02,60.38
2532,Kemampuan Memahami Bacaan dan Menulis,534,97,530.969,651.09,434.43,56.61
2532,Kemampuan Penalaran Umum,445,85,526.926,587.05,469.23,36.55
2532,Pengetahuan dan Pemahaman Umum,304,52,535.393,631.8,397.54,61.39
2533,Kemampuan Kuantitatif,446,79,537.509,669.45,386.35,84.61
2533,Kemampuan Memahami Bacaan dan Menulis,558,104,530.049,643.75,418.55,63.65
2533,Kemampuan Penalaran Umum,626,130,519.443,613.56,420.71,53.41
2533,Pengetahuan dan Pemahaman Umum,612,114,521.775,631.84,395.5,68.1
2534,Kemampuan Kuantitatif,608,93,526.895,688.72,344.14,66.91
2534,Kemampuan Memahami Bacaan dan Menulis,605,85,528.512,677.88,368.11,58.52
2534,Kemampuan Penalaran Umum,427,63,527.746,618.48,411.63,36.09
2534,Pengetahuan dan Pemahaman Umum,523,80,525.026,662.38,387.64,55.3
2535,Kemampuan Kuantitatif,392,8,543.127,674.79,381.19,77.61
2535,Kemampuan Memahami Bacaan dan Menulis,679,15,524.805,611.17,394.5,48.89
2535,Kemampuan Penalaran Umum,553,10,521.77,608.85,434.83,43.74
2535,Pengetahuan dan Pemahaman Umum,689,14,518.392,632.9,412.06,53.52
2536,Kemampuan Kuantitatif,594,113,528.132,696.56,370.57,73.56
2536,Kemampuan Memahami Bacaan dan Menulis,522,94,531.271,701.91,396.15,58.98
2536,Kemampuan Penalaran Umum,479,95,525.116,645.38,408.37,44.42
2536,Pengetahuan dan Pemahaman Umum,566,105,523.457,654.92,366.07,58.67
2537,Kemampuan Kuantitatif,538,79,531.458,668.7,393.08,67.64
2537,Kemampuan Memahami Bacaan dan Menulis,466,64,534.565,649.08,398.94,60.1
2537,Kemampuan Penalaran Umum,786,115,514.677,597.88,396.2,43.88
2537,Pengetahuan dan Pemahaman Umum,478,75,527.139,692.12,395.91,57.37
2538,Kemampuan Kuantitatif,529,86,532.255,680.12,374.93,67.76
2538,Kemampuan Memahami Bacaan dan Menulis,642,115,526.839,689.62,379.77,57.99
2538,Kemampuan Penalaran Umum,520,83,523.037,622.66,413.57,43.81
2538,Pengetahuan dan Pemahaman Umum,512,89,525.601,656.78,362.85,60.35
2539,Kemampuan Kuantitatif,605,104,527.092,684.43,370.37,60.1
2539,Kemampuan Memahami Bacaan dan Menulis,428,77,536.083,672.05,374.72,53.34
2539,Kemampuan Penalaran Umum,587,96,520.569,623.37,416.36,39.18
2539,Pengetahuan dan Pemahaman Umum,550,98,523.971,657.61,353.7,51.69
2540,Kemampuan Kuantitatif,540,80,531.374,708.16,366.7,69.89
2540,Kemampuan Memahami Bacaan dan Menulis,763,109,521.749,657.78,368.64,57.26
2540,Kemampuan Penalaran Umum,488,71,524.335,623.74,369.34,43.28
2540,Pengetahuan dan Pemahaman Umum,414,63,530.244,683.77,394.79,52.76
2541,Kemampuan Kuantitatif,487,87,535.106,699.98,376.11,70.55
2541,Kemampuan Memahami Bacaan dan Menulis,574,110,529.385,662.33,365.72,57.08
2541,Kemampuan Penalaran Umum,508,102,523.624,631.26,401.16,38.52
2541,Pengetahuan dan Pemahaman Umum,663,128,519.521,686.88,401.66,55.52
2542,Kemampuan Kuantitatif,472,4,535.912,680.6,368.71,77.82
2542,Kemampuan Memahami Bacaan dan Menulis,867,15,517.836,599.98,399.82,49.03
2542,Kemampuan Penalaran Umum,452,3,526.694,639.79,424.39,46.34
2542,Pengetahuan dan Pemahaman Umum,480,6,527.137,649.0,407.53,56.5
2543,Kemampuan Kuantitatif,409,69,541.839,665.43,413.58,65.73
2543,Kemampuan Memahami Bacaan dan Menulis,866,162,517.862,600.64,393.66,49.57
2543,Kemampuan Penalaran Umum,620,100,519.71,614.16,432.09,47.84
2543,Pengetahuan dan Pemahaman Umum,463,81,527.817,623.27,415.14,56.19
2544,Kemampuan Kuantitatif,694,104,521.887,720.15,362.5,73.83
2544,Kemampuan Memahami Bacaan dan Menulis,447,76,535.0,658.86,383.34,56.37
2544,Kemampuan Penalaran Umum,482,80,524.521,628.93,424.69,39.44
2544,Pengetahuan dan Pemahaman Umum,506,87,525.743,633.83,396.1,51.28
2545,Kemampuan Kuantitatif,629,109,525.409,689.16,356.91,66.22
2545,Kemampuan Memahami Bacaan dan Menulis,489,87,533.562,671.5,404.39,52.63
2545,Kemampuan Penalaran Umum,568,91,521.289,627.84,396.05,40.43
2545,Pengetahuan dan Pemahaman Umum,485,85,526.867,642.37,366.93,54.61
2546,Kemampuan Kuantitatif,547,85,531.114,683.12,364.71,64.81
2546,Kemampuan Memahami Bacaan dan Menulis,592,95,528.907,726.62,392.48,53.31
2546,Kemampuan Penalaran Umum,503,83,523.768,633.61,402.8,37.08
2546,Pengetahuan dan Pemahaman Umum,573,94,523.178,635.91,382.82,50.76
2547,Kemampuan Kuantitatif,617,40,526.183,676.68,375.75,57.34
2547,Kemampuan Memahami Bacaan dan Menulis,455,42,534.808,668.27,389.67,50.61
2547,Kemampuan Penalaran Umum,516,43,523.178,620.6,398.43,36.86
2547,Pengetahuan dan Pemahaman Umum,584,44,522.712,689.28,370.83,50.18
2548,Kemampuan Kuantitatif,558,85,530.416,709.21,372.8,67.28
2548,Kemampuan Memahami Bacaan dan Menulis,553,80,530.195,676.54,392.49,53.5
2548,Kemampuan Penalaran Umum,472,67,525.541,628.65,403.18,36.66
2548,Pengetahuan dan Pemahaman Umum,647,102,520.289,666.69,371.61,50.68
2549,Kemampuan Kuantitatif,566,88,530.002,684.12,392.6,72.56
2549,Kemampuan Memahami Bacaan dan Menulis,410,55,537.225,640.95,386.15,56.5
2549,Kemampuan Penalaran Umum,468,66,525.785,628.14,450.83,42.94
2549,Pengetahuan dan Pemahaman Umum,860,131,512.99,606.94,354.95,66.63
2550,Kemampuan Kuantitatif,484,5,535.198,705.43,392.01,76.39
2550,Kemampuan Memahami Bacaan dan Menulis,607,9,528.383,672.81,355.44,55.92
2550,Kemampuan Penalaran Umum,677,10,518.093,622.95,432.22,42.24
2550,Pengetahuan dan Pemahaman Umum,544,8,524.226,630.14,405.05,54.9
2551,Kemampuan Kuantitatif,645,95,524.476,679.13,360.13,68.52
2551,Kemampuan Memahami Bacaan dan Menulis,408,72,537.307,649.39,403.34,54.98
2551,Kemampuan Penalaran Umum,621,103,519.705,627.39,395.99,46.3
2551,Pengetahuan dan Pemahaman Umum,542,89,524.297,658.89,378.41,63.14
2552,Kemampuan Kuantitatif,571,95,529.618,673.26,391.9,60.92
2552,Kemampuan Memahami Bacaan dan Menulis,564,101,529.843,659.44,396.9,50.98
2552,Kemampuan Penalaran Umum,456,74,526.434,614.04,420.2,37.08
2552,Pengetahuan dan Pemahaman Umum,655,118,519.878,655.72,358.54,49.82
2553,Kemampuan Kuantitatif,597,35,527.838,696.73,363.24,69.28
2553,Kemampuan Memahami Bacaan dan Menulis,526,37,531.115,657.47,374.37,59.88
2553,Kemampuan Penalaran Umum,549,35,521.889,626.67,396.22,40.71
2553,Pengetahuan dan Pemahaman Umum,535,35,524.541,657.7,346.73,56.39
2554,Kemampuan Kuantitatif,681,102,522.77,680.34,357.84,64.45
2554,Kemampuan Memahami Bacaan dan Menulis,516,82,531.455,647.28,388.6,55.55
2554,Kemampuan Penalaran Umum,546,90,521.999,616.88,418.19,38.12
2554,Pengetahuan dan Pemahaman Umum,440,78,529.002,666.57,387.1,52.95
2555,Kemampuan Kuantitatif,527,84,532.422,683.87,371.1,65.64
2555,Kemampuan Memahami Bacaan dan Menulis,571,89,529.578,672.06,379.6,54.2
2555,Kemampuan Penalaran Umum,589,97,520.565,620.03,408.19,37.48
2555,Pengetahuan dan Pemahaman Umum,591,96,522.478,639.67,380.33,49.75
2556,Kemampuan Kuantitatif,568,87,529.927,680.23,379.42,63.87
2556,Kemampuan Memahami Bacaan dan Menulis,530,84,531.051,647.14,354.46,54.7
2556,Kemampuan Penalaran Umum,521,87,523.03,605.27,427.97,35.87
2556,Pengetahuan dan Pemahaman Umum,634,99,520.922,685.99,356.23,50.67
2557,Kemampuan Kuantitatif,623,14,525.65,679.42,391.65,66.62
2557,Kemampuan Memahami Bacaan dan Menulis,445,9,535.087,623.66,377.66,56.86
2557,Kemampuan Penalaran Umum,605,13,520.109,604.82,424.31,45.75
2557,Pengetahuan dan Pemahaman Umum,547,11,524.069,617.79,404.88,51.84
2558,Kemampuan Kuantitatif,634,5,525.149,691.4,365.35,71.5
2558,Kemampuan Memahami Bacaan dan Menulis,477,4,534.133,663.9,344.64,55.48
2558,Kemampuan Penalaran Umum,609,4,520.021,638.34,393.73,41.02
2558,Pengetahuan dan Pemahaman Umum,513,4,525.494,643.89,370.3,53.91
2559,Kemampuan Kuantitatif,551,82,530.838,694.46,379.72,74.02
2559,Kemampuan Memahami Bacaan dan Menulis,606,86,528.459,663.9,364.01,57.08
2559,Kemampuan Penalaran Umum,494,74,524.066,627.28,423.82,48.76
2559,Pengetahuan dan Pemahaman Umum,628,98,521.371,643.44,402.01,56.39
2560,Kemampuan Kuantitatif,511,79,533.333,696.52,377.1,69.9
2560,Kemampuan Memahami Bacaan dan Menulis,643,104,526.838,679.55,384.83,56.2
2560,Kemampuan Penalaran Umum,481,79,524.828,610.02,431.88,39.06
2560,Pengetahuan dan Pemahaman Umum,661,103,519.646,661.91,409.93,48.49
2561,Kemampuan Kuantitatif,438,13,538.038,705.98,377.29,70.21
2561,Kemampuan Memahami Bacaan dan Menulis,641,13,526.853,668.74,360.64,58.24
2561,Kemampuan Penalaran Umum,501,12,523.794,612.68,420.76,40.07
2561,Pengetahuan dan Pemahaman Umum,777,17,515.637,661.45,358.95,56.97
2562,Kemampuan Kuantitatif,633,93,525.171,672.25,374.3,62.85
2562,Kemampuan Memahami Bacaan dan Menulis,590,94,528.916,661.07,352.02,53.25
2562,Kemampuan Penalaran Umum,495,81,524.011,614.7,402.44,38.66
2562,Pengetahuan dan Pemahaman Umum,500,85,526.023,637.02,352.86,50.64
2563,Kemampuan Kuantitatif,435,1,538.266,701.35,394.14,80.53
2563,Kemampuan Memahami Bacaan dan Menulis,776,1,521.239,641.45,381.77,59.65
2563,Kemampuan Penalaran Umum,791,1,514.516,634.9,395.27,44.69
2563,Pengetahuan dan Pemahaman Umum,433,1,529.361,649.37,402.98,53.57
2564,Kemampuan Kuantitatif,732,111,520.185,659.31,394.61,62.95
2564,Kemampuan Memahami Bacaan dan Menulis,484,68,533.882,673.1,406.2,50.55
2564,Kemampuan Penalaran Umum,486,70,524.385,627.7,437.49,37.43
2564,Pengetahuan dan Pemahaman Umum,529,82,524.784,646.22,360.8,55.13
2565,Kemampuan Kuantitatif,625,92,525.556,707.39,407.27,61.15
2565,Kemampuan Memahami Bacaan dan Menulis,824,122,519.616,603.36,405.38,48.0
2565,Kemampuan Penalaran Umum,378,70,529.924,619.74,454.74,33.97
2565,Pengetahuan dan Pemahaman Umum,459,79,528.034,633.1,411.13,54.56
2566,Kemampuan Kuantitatif,514,97,533.207,713.33,372.97,74.12
2566,Kemampuan Memahami Bacaan dan Menulis,616,123,527.953,705.36,355.32,61.12
2566,Kemampuan Penalaran Umum,590,119,520.533,636.34,392.8,44.2
2566,Pengetahuan dan Pemahaman Umum,625,117,521.434,667.92,341.62,60.53
2567,Kemampuan Kuantitatif,635,122,524.97,680.73,394.39,66.87
2567,Kemampuan Memahami Bacaan dan Menulis,594,116,528.797,646.07,384.72,54.24
2567,Kemampuan Penalaran Umum,440,83,527.164,619.12,420.57,41.52
2567,Pengetahuan dan Pemahaman Umum,609,112,521.898,648.3,385.42,53.6
2568,Kemampuan Kuantitatif,523,83,532.602,681.9,378.73,64.69
2568,Kemampuan Memahami Bacaan dan Menulis,671,109,524.962,657.64,395.91,55.31
2568,Kemampuan Penalaran Umum,578,95,520.884,634.95,405.51,37.03
2568,Pengetahuan dan Pemahaman Umum,546,90,524.115,661.89,377.34,50.81
2569,Kemampuan Kuantitatif,562,92,530.283,639.02,385.64,60.21
2569,Kemampuan Memahami Bacaan dan Menulis,514,93,531.7,623.13,383.4,52.56
2569,Kemampuan Penalaran Umum,663,111,518.576,600.26,430.31,42.37
2569,Pengetahuan dan Pemahaman Umum,606,110,521.999,597.7,421.5,43.04
2570,Kemampuan Kuantitatif,585,91,528.722,717.85,360.13,66.58
2570,Kemampuan Memahami Bacaan dan Menulis,520,76,531.336,695.18,348.48,58.02
2570,Kemampuan Penalaran Umum,539,82,522.478,616.17,407.01,37.97
2570,Pengetahuan dan Pemahaman Umum,662,103,519.593,652.64,379.57,53.66
2571,Kemampuan Kuantitatif,378,15,544.247,697.43,384.72,76.53
2571,Kemampuan Memahami Bacaan dan Menulis,770,15,521.428,676.69,381.96,59.69
2571,Kemampuan Penalaran Umum,595,16,520.402,618.52,424.55,43.25
2571,Pengetahuan dan Pemahaman Umum,772,17,515.89,632.83,388.23,61.17
2572,Kemampuan Kuantitatif,762,138,518.793,625.74,357.84,56.19
2572,Kemampuan Memahami Bacaan dan Menulis,395,72,537.729,652.75,430.79,46.22
2572,Kemampuan Penalaran Umum,733,125,516.192,628.34,404.48,39.92
2572,Pengetahuan dan Pemahaman Umum,443,79,528.921,669.44,370.38,51.31
2573,Kemampuan Kuantitatif,531,87,532.186,634.76,412.93,55.26
2573,Kemampuan Memahami Bacaan dan Menulis,589,106,528.919,639.33,352.04,58.25
2573,Kemampuan Penalaran Umum,653,108,518.834,606.85,442.23,34.52
2573,Pengetahuan dan Pemahaman Umum,614,112,521.657,660.3,391.44,56.24
2574,Kemampuan Kuantitatif,684,46,522.661,665.7,377.1,55.51
2574,Kemampuan Memahami Bacaan dan Menulis,488,43,533.597,660.52,416.25,48.76
2574,Kemampuan Penalaran Umum,523,44,523.008,617.99,439.26,37.66
2574,Pengetahuan dan Pemahaman Umum,598,45,522.285,644.86,407.66,51.13
2575,Kemampuan Kuantitatif,500,92,533.89,689.03,373.78,72.05
2575,Kemampuan Memahami Bacaan dan Menulis,546,102,530.496,675.71,380.52,63.72
2575,Kemampuan Penalaran Umum,650,133,518.914,615.35,399.94,44.34
2575,Pengetahuan dan Pemahaman Umum,698,133,518.09,687.31,362.17,62.0
2576,Kemampuan Kuantitatif,734,131,520.089,633.26,394.14,60.4
2576,Kemampuan Memahami Bacaan dan Menulis,505,90,532.554,641.6,361.56,58.42
2576,Kemampuan Penalaran Umum,656,109,518.798,586.57,442.62,36.0
2576,Pengetahuan dan Pemahaman Umum,430,77,529.531,619.33,423.77,45.52
2577,Kemampuan Kuantitatif,640,39,524.748,713.42,369.77,75.95
2577,Kemampuan Memahami Bacaan dan Menulis,619,40,527.72,683.8,348.21,62.09
2577,Kemampuan Penalaran Umum,544,34,522.198,614.24,413.89,44.09
2577,Pengetahuan dan Pemahaman Umum,501,33,526.018,696.58,349.28,60.23
2578,Kemampuan Kuantitatif,620,95,525.88,707.39,385.64,68.37
2578,Kemampuan Memahami Bacaan dan Menulis,620,88,527.69,682.85,377.07,56.12
2578,Kemampuan Penalaran Umum,515,79,523.307,621.01,410.29,40.81
2578,Pengetahuan dan Pemahaman Umum,559,87,523.71,663.01,379.92,54.18
2579,Kemampuan Kuantitatif,462,9,536.62,722.02,359.83,78.34
2579,Kemampuan Memahami Bacaan dan Menulis,601,11,528.599,659.35,368.23,59.75
2579,Kemampuan Penalaran Umum,671,11,518.313,628.77,405.53,44.16
2579,Pengetahuan dan Pemahaman Umum,743,15,516.759,637.46,367.58,53.96
2580,Kemampuan Kuantitatif,582,110,529.275,710.49,377.37,70.64
2580,Kemampuan Memahami Bacaan dan Menulis,611,120,528.211,684.07,364.53,56.16
2580,Kemampuan Penalaran Umum,664,136,518.567,622.74,414.35,42.38
2580,Pengetahuan dan Pemahaman Umum,545,102,524.171,676.42,378.6,52.59
2581,Kemampuan Kuantitatif,672,119,523.296,676.05,381.82,62.4
2581,Kemampuan Memahami Bacaan dan Menulis,560,99,529.982,635.6,376.35,50.27
2581,Kemampuan Penalaran Umum,624,101,519.624,620.59,411.16,39.48
2581,Pengetahuan dan Pemahaman Umum,479,84,527.137,664.99,377.81,46.75
2582,Kemampuan Kuantitatif,644,8,524.484,695.15,375.07,72.43
2582,Kemampuan Memahami Bacaan dan Menulis,834,12,519.312,643.49,410.63,55.08
2582,Kemampuan Penalaran Umum,625,8,519.551,602.96,446.47,37.59
2582,Pengetahuan dan Pemahaman Umum,291,2,536.419,663.43,404.92,60.39
2583,Kemampuan Kuantitatif,742,16,519.715,647.55,379.25,82.8
2583,Kemampuan Memahami Bacaan dan Menulis,274,5,545.062,617.48,417.2,54.08
2583,Kemampuan Penalaran Umum,823,15,513.446,580.54,453.22,31.7
2583,Pengetahuan dan Pemahaman Umum,632,12,521.145,579.04,454.21,39.01
2584,Kemampuan Kuantitatif,485,69,535.154,703.93,359.83,71.92
2584,Kemampuan Memahami Bacaan dan Menulis,839,121,519.151,658.73,343.23,57.56
2584,Kemampuan Penalaran Umum,698,100,517.327,636.83,396.17,42.05
2584,Pengetahuan dan Pemahaman Umum,469,74,527.582,752.73,376.97,58.18
2585,Kemampuan Kuantitatif,447,6,537.471,678.47,379.94,67.01
2585,Kemampuan Memahami Bacaan dan Menulis,818,8,519.953,677.69,352.92,60.5
2585,Kemampuan Penalaran Umum,718,7,516.674,597.91,409.66,42.51
2585,Pengetahuan dan Pemahaman Umum,524,6,524.951,646.96,386.04,50.75
2586,Kemampuan Kuantitatif,542,102,531.249,691.48,354.78,68.21
2586,Kemampuan Memahami Bacaan dan Menulis,632,126,527.185,680.9,385.65,55.31
2586,Kemampuan Penalaran Umum,532,106,522.643,639.59,412.58,40.6
2586,Pengetahuan dan Pemahaman Umum,714,138,517.867,637.63,389.09,47.48
2587,Kemampuan Kuantitatif,598,101,527.83,676.41,364.28,73.41
2587,Kemampuan Memahami Bacaan dan Menulis,680,122,524.612,661.93,354.62,65.2
2587,Kemampuan Penalaran Umum,548,89,521.928,613.95,414.86,40.18
2587,Pengetahuan dan Pemahaman Umum,537,95,524.46,662.42,380.77,62.75
2588,Kemampuan Kuantitatif,614,118,526.248,691.86,403.14,77.17
2588,Kemampuan Memahami Bacaan dan Menulis,527,95,531.093,695.17,421.71,61.98
2588,Kemampuan Penalaran Umum,565,114,521.386,584.54,437.39,38.24
2588,Pengetahuan dan Pemahaman Umum,650,123,519.995,640.12,386.54,53.38
2589,Kemampuan Kuantitatif,545,10,531.159,711.34,379.25,76.44
2589,Kemampuan Memahami Bacaan dan Menulis,663,14,525.486,690.46,358.79,60.5
2589,Kemampuan Penalaran Umum,613,10,519.885,649.22,400.89,42.29
2589,Pengetahuan dan Pemahaman Umum,604,11,522.107,733.88,369.98,58.97
2590,Kemampuan Kuantitatif,575,108,529.513,719.47,359.92,72.35
2590,Kemampuan Memahami Bacaan dan Menulis,511,93,531.765,657.65,357.75,58.5
2590,Kemampuan Penalaran Umum,610,124,520.0,627.88,395.4,43.31
2590,Pengetahuan dan Pemahaman Umum,727,141,517.352,670.62,350.95,59.77
2591,Kemampuan Kuantitatif,548,104,531.059,695.04,371.03,72.44
2591,Kemampuan Memahami Bacaan dan Menulis,583,113,529.153,694.27,357.54,60.78
2591,Kemampuan Penalaran Umum,597,121,520.324,634.53,402.85,41.24
2591,Pengetahuan dan Pemahaman Umum,700,134,518.055,669.25,360.23,53.98
2592,Kemampuan Kuantitatif,680,45,522.805,691.4,375.07,58.55
2592,Kemampuan Memahami Bacaan dan Menulis,439,39,535.488,653.45,397.98,48.39
2592,Kemampuan Penalaran Umum,554,46,521.769,606.01,418.23,35.8
2592,Pengetahuan dan Pemahaman Umum,687,51,518.419,630.17,389.34,47.96
2593,Kemampuan Kuantitatif,584,90,528.811,714.29,375.67,71.87
2593,Kemampuan Memahami Bacaan dan Menulis,668,95,525.268,672.21,361.67,59.6
2593,Kemampuan Penalaran Umum,577,86,520.899,642.21,392.89,42.66
2593,Pengetahuan dan Pemahaman Umum,569,89,523.378,690.82,368.49,57.21
2594,Kemampuan Kuantitatif,559,86,530.367,682.0,376.39,64.54
2594,Kemampuan Memahami Bacaan dan Menulis,664,94,525.471,655.92,370.33,56.78
2594,Kemampuan Penalaran Umum,662,95,518.605,615.06,420.54,39.2
2594,Pengetahuan dan Pemahaman Umum,561,88,523.619,640.15,362.88,56.69
2595,Kemampuan Kuantitatif,536,7,531.669,699.05,367.05,77.07
2595,Kemampuan Memahami Bacaan dan Menulis,712,6,523.579,682.51,369.06,64.12
2595,Kemampuan Penalaran Umum,526,6,522.939,620.31,408.69,44.0
2595,Pengetahuan dan Pemahaman Umum,659,6,519.688,658.54,379.61,56.67
2596,Kemampuan Kuantitatif,512,96,533.258,696.47,375.07,66.15
2596,Kemampuan Memahami Bacaan dan Menulis,708,140,523.692,685.62,331.25,62.53
2596,Kemampuan Penalaran Umum,655,135,518.815,623.14,409.99,41.8
2596,Pengetahuan dan Pemahaman Umum,620,116,521.508,659.13,353.08,56.62
2597,Kemampuan Kuantitatif,569,106,529.864,650.92,454.44,57.44
2597,Kemampuan Memahami Bacaan dan Menulis,675,133,524.878,655.76,391.67,61.43
2597,Kemampuan Penalaran Umum,618,128,519.793,595.04,437.25,43.58
2597,Pengetahuan dan Pemahaman Umum,586,107,522.637,602.52,433.86,57.11
2598,Kemampuan Kuantitatif,615,119,526.247,718.27,370.8,69.96
2598,Kemampuan Memahami Bacaan dan Menulis,615,122,528.008,683.16,331.15,63.15
2598,Kemampuan Penalaran Umum,594,120,520.417,622.81,390.43,42.43
2598,Pengetahuan dan Pemahaman Umum,593,109,522.361,692.93,325.52,58.81
2599,Kemampuan Kuantitatif,698,103,521.679,698.9,370.01,66.91
2599,Kemampuan Memahami Bacaan dan Menulis,627,90,527.407,672.59,338.56,50.61
2599,Kemampuan Penalaran Umum,542,83,522.255,644.4,424.23,38.87
2599,Pengetahuan dan Pemahaman Umum,510,78,525.626,652.18,382.1,51.8
2600,Kemampuan Kuantitatif,515,85,533.139,696.2,370.01,64.17
2600,Kemampuan Memahami Bacaan dan Menulis,625,110,527.566,661.94,382.22,49.77
2600,Kemampuan Penalaran Umum,585,95,520.684,611.35,422.14,37.62
2600,Pengetahuan dan Pemahaman Umum,788,145,515.448,647.9,396.87,49.78
2601,Kemampuan Kuantitatif,630,110,525.397,711.27,366.79,67.4
2601,Kemampuan Memahami Bacaan dan Menulis,533,96,530.988,663.3,382.79,55.06
2601,Kemampuan Penalaran Umum,648,105,518.921,633.93,402.0,42.71
2601,Pengetahuan dan Pemahaman Umum,623,114,521.463,639.1,366.34,48.98
2602,Kemampuan Kuantitatif,480,16,535.334,693.8,394.52,61.84
2602,Kemampuan Memahami Bacaan dan Menulis,686,15,524.43,661.15,400.04,51.78
2602,Kemampuan Penalaran Umum,761,21,515.226,606.76,418.81,39.45
2602,Pengetahuan dan Pemahaman Umum,613,14,521.742,640.53,410.59,50.68
2603,Kemampuan Kuantitatif,757,10,519.047,697.64,379.59,74.36
2603,Kemampuan Memahami Bacaan dan Menulis,517,8,531.392,647.83,378.7,57.31
2603,Kemampuan Penalaran Umum,507,6,523.642,621.63,437.07,39.12
2603,Pengetahuan dan Pemahaman Umum,587,9,522.636,657.74,382.54,54.59
2604,Kemampuan Kuantitatif,673,98,523.207,688.55,368.46,68.37
2604,Kemampuan Memahami Bacaan dan Menulis,519,75,531.352,687.11,382.66,52.96
2604,Kemampuan Penalaran Umum,591,88,520.494,621.13,410.51,40.42
2604,Pengetahuan dan Pemahaman Umum,618,95,521.586,639.8,380.13,50.64
2605,Kemampuan Kuantitatif,495,78,534.205,685.15,377.99,64.37
2605,Kemampuan Memahami Bacaan dan Menulis,791,116,520.669,699.7,359.43,58.82
2605,Kemampuan Penalaran Umum,522,88,523.012,607.83,420.65,40.35
2605,Pengetahuan dan Pemahaman Umum,683,104,518.687,641.32,393.95,52.78
2606,Kemampuan Kuantitatif,470,6,536.086,707.39,354.78,72.75
2606,Kemampuan Memahami Bacaan dan Menulis,799,7,520.445,696.32,344.92,65.81
2606,Kemampuan Penalaran Umum,579,7,520.816,636.94,427.71,43.66
2606,Pengetahuan dan Pemahaman Umum,673,7,519.14,682.04,375.67,55.32
2607,Kemampuan Kuantitatif,715,107,520.688,710.08,386.54,65.28
2607,Kemampuan Memahami Bacaan dan Menulis,573,90,529.387,652.89,374.25,58.09
2607,Kemampuan Penalaran Umum,600,99,520.259,618.8,425.0,37.35
2607,Pengetahuan dan Pemahaman Umum,497,83,526.145,653.9,383.45,56.55
2608,Kemampuan Kuantitatif,636,38,524.931,701.07,370.62,64.82
2608,Kemampuan Memahami Bacaan dan Menulis,549,38,530.41,667.39,358.63,60.62
2608,Kemampuan Penalaran Umum,689,40,517.698,632.27,394.68,41.57
2608,Pengetahuan dan Pemahaman Umum,570,38,523.332,649.01,350.44,55.24
2609,Kemampuan Kuantitatif,525,8,532.505,689.19,374.3,72.9
2609,Kemampuan Memahami Bacaan dan Menulis,701,9,523.942,654.44,372.77,55.37
2609,Kemampuan Penalaran Umum,710,9,516.951,612.18,407.08,42.4
2609,Pengetahuan dan Pemahaman Umum,616,9,521.604,643.37,362.86,56.53
2610,Kemampuan Kuantitatif,758,112,518.983,673.05,388.57,62.69
2610,Kemampuan Memahami Bacaan dan Menulis,524,83,531.239,638.45,396.21,57.22
2610,Kemampuan Penalaran Umum,563,93,521.487,605.69,407.68,41.72
2610,Pengetahuan dan Pemahaman Umum,572,93,523.288,638.15,415.53,52.69
2611,Kemampuan Kuantitatif,710,104,521.006,660.28,364.87,64.16
2611,Kemampuan Memahami Bacaan dan Menulis,535,79,530.937,638.92,367.65,60.58
2611,Kemampuan Penalaran Umum,870,132,512.136,589.83,432.76,39.2
2611,Pengetahuan dan Pemahaman Umum,410,60,530.694,649.16,427.54,50.56
2612,Kemampuan Kuantitatif,607,90,526.935,698.53,371.24,65.38
2612,Kemampuan Memahami Bacaan dan Menulis,646,105,526.646,668.37,371.06,59.23
2612,Kemampuan Penalaran Umum,517,86,523.159,653.03,413.09,39.72
2612,Pengetahuan dan Pemahaman Umum,702,107,518.019,660.52,388.35,50.64
2613,Kemampuan Kuantitatif,669,118,523.356,678.08,392.31,63.89
2613,Kemampuan Memahami Bacaan dan Menulis,591,107,528.912,633.34,385.18,49.21
2613,Kemampuan Penalaran Umum,666,112,518.447,606.5,409.79,38.79
2613,Pengetahuan dan Pemahaman Umum,557,100,523.775,682.83,399.96,52.42
2614,Kemampuan Kuantitatif,486,70,535.122,710.61,372.52,71.27
2614,Kemampuan Memahami Bacaan dan Menulis,745,107,522.398,691.54,374.75,56.59
2614,Kemampuan Penalaran Umum,629,91,519.33,613.31,395.5,43.25
2614,Pengetahuan dan Pemahaman Umum,722,113,517.533,654.88,323.85,58.55
2615,Kemampuan Kuantitatif,699,132,521.639,693.36,377.05,67.04
2615,Kemampuan Memahami Bacaan dan Menulis,548,103,530.411,662.54,390.09,56.43
2615,Kemampuan Penalaran Umum,535,107,522.609,611.6,432.72,40.97
2615,Pengetahuan dan Pemahaman Umum,660,127,519.664,645.84,380.58,60.54
